YEAR,LOCATION,CATTLE_BREED_TYPE,CATTLE_GENDER,CATTLE_AGE_0_6,CATTLE_AGE_6_6,CATTLE_AGE_6_12,CATTLE_AGE_12_18,CATTLE_AGE_18_24,CATTLE_AGE_24_30,CATTLE_AGE_30_36,CATTLE_AGE_36_PLUS
2018,Boyne,DAIRY,C,0,0,0,0,112,1288,9529,56546
2016,Boyne,DAIRY,C,0,0,0,0,110,1359,9642,57043
2019,Inny,BEEF,C,0,0,0,0,121,284,2447,30972
2018,Inny,BEEF,C,0,0,0,0,120,289,2428,30835
2015,Doonbeg,BEEF,C,0,0,0,0,30,37,355,5811
2017,Boyne,BEEF,F,1731,7928,35777,11653,37094,4764,6360,1661
2017,Dodder,BEEF,C,0,0,0,0,1,6,42,583
2015,Dodder,BEEF,C,0,0,0,0,1,6,42,582
2014,Dodder,BEEF,C,0,0,0,0,1,7,43,589
2020,Nore,BEEF,F,1781,8219,36715,9250,30012,3254,3529,1179
2019,Ilen,BEEF,F,251,913,4108,726,2503,296,397,147
2016,Inny,DAIRY,C,0,0,0,0,59,196,3744,17146
2018,Currane,BEEF,C,0,0,0,0,1,4,79,1273
2020,Inny,DAIRY,F,229,495,5139,818,5194,549,1015,295
2020,Vartry,DAIRY,C,0,0,0,1,4,68,192,1277
2020,Currane,DAIRY,C,0,0,0,0,0,0,3,35
2015,Doonbeg,DAIRY,F,8,26,1757,43,1616,45,362,89
2015,Nore,DAIRY,F,461,1676,29168,2007,26393,1465,4169,722
2020,Ilen,DAIRY,F,105,335,4974,410,4618,330,796,222
2015,Ilen,DAIRY,F,105,338,5001,412,4665,339,775,226
2020,Currane,BEEF,F,24,213,277,127,153,66,44,18
2014,Currane,BEEF,F,22,205,248,125,154,67,44,19
2019,Gweebarra,DAIRY,F,0,0,23,0,11,0,4,0
2014,Vartry,DAIRY,F,23,108,211,138,197,112,31,41
2019,Dodder,DAIRY,F,0,21,195,13,100,3,11,9
2016,Dodder,DAIRY,F,0,21,193,13,99,3,11,9
2019,Moy,BEEF,M,970,4114,17281,3253,9978,836,1134,1290
2020,Moy,BEEF,M,974,4082,17222,3233,9895,831,1125,1279
2017,Moy,BEEF,M,973,4133,17467,3254,10116,864,1167,1324
2014,Boyne,BEEF,M,1727,8399,35548,10264,30373,4064,6584,3231
2017,Ilen,BEEF,M,257,967,4807,895,2594,237,344,396
2018,Dargle,BEEF,M,9,164,496,115,271,31,24,50
2016,Dargle,BEEF,M,9,160,477,113,253,21,24,48
2016,Currane,BEEF,M,29,238,168,26,53,10,7,54
2015,Inny,BEEF,M,768,4030,16271,4726,14646,1487,2914,1671
2020,Gweebarra,BEEF,M,12,95,201,42,64,4,2,17
2018,Erriff,BEEF,M,21,89,252,18,78,8,10,26
2016,Boyne,DAIRY,M,870,3074,10792,3804,7688,1713,1359,484
2015,Boyne,DAIRY,M,858,3036,10475,3814,7686,1728,1392,484
2014,Boyne,DAIRY,M,870,3024,10657,3939,7976,1726,1394,480
2014,Doonbeg,DAIRY,M,8,53,1126,66,543,14,109,33
2017,Erriff,DAIRY,M,0,1,49,5,100,3,8,2
2019,Dodder,DAIRY,M,0,9,86,17,41,1,3,2
2018,Vartry,DAIRY,M,21,70,151,154,93,52,39,11
2017,Vartry,DAIRY,M,20,66,106,103,73,34,26,9
2019,Dargle,DAIRY,M,0,8,80,8,36,5,5,2
2018,Dodder,DAIRY,M,0,7,14,4,19,0,3,2
2015,Boyne,BEEF,C,0,0,0,1,265,765,4807,54331
2017,Moy,BEEF,C,0,0,0,0,97,316,3402,43498
2017,Dargle,BEEF,C,0,0,0,0,8,17,105,1213
2019,Vartry,BEEF,C,0,0,0,0,10,28,239,1845
2020,Moy,DAIRY,C,0,0,0,0,13,106,1467,9671
2014,Moy,DAIRY,C,0,0,0,0,13,113,1483,9774
2014,Inny,BEEF,C,0,0,0,1,126,343,2403,30642
2017,Ilen,BEEF,C,0,0,0,0,25,104,621,6622
2018,Ilen,BEEF,C,0,0,0,0,26,104,620,6697
2018,Doonbeg,DAIRY,C,0,0,0,0,4,8,1116,5551
2019,Doonbeg,DAIRY,C,0,0,0,0,4,8,1127,5766
2016,Currane,BEEF,C,0,0,0,0,2,34,86,1261
2020,Moy,BEEF,F,891,3885,19208,4053,14354,1950,3616,869
2016,Moy,BEEF,F,900,3912,19252,4147,14664,2000,3681,891
2018,Erriff,BEEF,C,0,0,0,0,1,7,56,737
2019,Currane,DAIRY,C,0,0,0,0,0,0,3,32
2017,Boyne,DAIRY,F,915,3974,15660,4821,14695,3395,2895,997
2014,Vartry,BEEF,F,52,280,1037,399,1136,191,157,46
2019,Inny,DAIRY,F,146,422,5713,680,5257,570,964,279
2020,Moy,DAIRY,F,150,314,2667,484,2365,392,541,207
2017,Moy,DAIRY,F,151,307,2695,481,2366,388,545,209
2020,Dargle,BEEF,F,14,182,580,131,408,59,135,35
2015,Dargle,BEEF,F,12,177,571,132,419,72,140,35
2014,Dargle,BEEF,F,12,177,569,130,416,71,135,35
2016,Ilen,DAIRY,F,114,367,5294,421,4671,337,663,190
2018,Dodder,BEEF,F,14,88,175,60,163,40,61,23
2019,Gweebarra,DAIRY,C,0,0,0,0,0,0,11,80
2015,Gweebarra,DAIRY,C,0,0,0,0,0,0,11,80
2019,Erriff,BEEF,F,20,69,262,39,120,19,26,13
2020,Currane,DAIRY,F,0,0,4,0,2,0,1,1
2017,Dodder,DAIRY,F,3,12,230,20,121,7,20,7
2016,Gweebarra,DAIRY,F,0,0,33,0,23,0,0,0
2016,Erriff,DAIRY,F,0,0,0,0,0,2,1,0
2016,Moy,BEEF,M,926,4166,16808,3484,10859,935,1030,1232
2019,Boyne,BEEF,M,1728,8401,34785,11378,34488,4853,5701,2510
2020,Currane,BEEF,M,28,275,176,21,37,13,15,51
2016,Nore,DAIRY,M,510,2475,32281,3098,24838,1469,1590,233
2016,Doonbeg,BEEF,M,155,575,2805,360,1484,98,192,273
2015,Moy,DAIRY,M,139,196,1671,287,1036,153,74,32
2019,Dodder,BEEF,M,17,111,196,38,226,42,38,32
2014,Erriff,BEEF,M,10,72,287,36,127,9,7,18
2017,Vartry,BEEF,M,41,256,872,213,600,110,126,79
2016,Vartry,BEEF,M,41,259,884,213,600,110,126,81
2017,Gweebarra,BEEF,M,31,83,202,37,50,6,7,12
2016,Doonbeg,DAIRY,M,2,26,1077,62,597,17,77,19
2020,Ilen,DAIRY,M,118,288,2528,235,1499,73,93,61
2020,Dodder,DAIRY,M,0,30,140,15,96,25,4,0
2019,Vartry,DAIRY,M,22,59,127,64,133,40,4,13
2014,Gweebarra,DAIRY,M,0,0,284,22,162,0,0,0
2015,Erriff,DAIRY,M,0,0,3,0,4,3,0,0
2020,Dargle,DAIRY,M,0,34,95,17,94,3,6,0
2014,Dargle,DAIRY,M,0,27,83,8,56,3,5,0
2019,Currane,DAIRY,M,5,13,6,5,3,0,1,0
2017,Gweebarra,DAIRY,M,0,0,32,0,8,0,0,0
2017,Nore,BEEF,C,0,0,0,3,274,777,5179,54169
2018,Nore,BEEF,C,0,0,0,3,275,773,5184,54179
2020,Boyne,BEEF,C,0,0,0,0,266,785,4905,54893
2017,Nore,DAIRY,C,0,0,0,0,110,459,20172,85927
2019,Doonbeg,BEEF,C,0,0,0,0,20,34,389,5909
2016,Doonbeg,BEEF,C,0,0,0,0,20,33,383,5863
2017,Inny,BEEF,C,0,0,0,1,129,356,2464,30825
2018,Dodder,BEEF,C,0,0,0,0,5,7,54,582
2016,Ilen,BEEF,C,0,0,0,0,25,104,616,6712
2015,Ilen,BEEF,C,0,0,0,0,25,104,614,6727
2015,Ilen,DAIRY,C,0,0,0,0,13,88,3530,19056
2020,Inny,DAIRY,C,0,0,0,0,37,212,3752,18162
2020,Dodder,DAIRY,C,0,0,0,0,0,13,50,282
2019,Dodder,DAIRY,C,0,0,0,0,0,7,44,227
2016,Dargle,DAIRY,C,0,0,0,0,3,8,55,296
2014,Dargle,DAIRY,C,0,0,0,0,3,8,55,296
2018,Boyne,BEEF,F,1716,8201,37093,12159,40503,5553,6311,1233
2016,Doonbeg,DAIRY,C,0,0,0,0,4,8,1116,5509
2017,Currane,BEEF,C,0,0,0,0,2,34,85,1323
2014,Currane,BEEF,C,0,0,0,0,2,30,84,1197
2018,Vartry,DAIRY,C,0,0,0,0,13,80,213,1317
2017,Currane,DAIRY,C,0,0,0,0,0,0,3,32
2016,Currane,DAIRY,C,0,0,0,0,0,0,3,32
2017,Doonbeg,BEEF,F,146,545,2823,431,1633,176,487,114
2015,Doonbeg,BEEF,F,147,532,2792,431,1590,175,490,115
2020,Nore,DAIRY,F,456,1659,31550,2029,28413,1469,3641,666
2016,Inny,DAIRY,F,171,515,5860,748,5432,578,924,293
2018,Moy,DAIRY,F,151,307,2643,472,2359,388,540,207
2019,Doonbeg,DAIRY,F,2,50,1711,39,1726,50,349,75
2016,Doonbeg,DAIRY,F,2,36,1659,30,1653,32,343,61
2014,Ilen,BEEF,F,284,1016,4177,764,2443,349,423,137
2020,Dodder,BEEF,F,14,101,304,75,222,48,69,25
2018,Gweebarra,DAIRY,C,0,0,0,0,0,0,11,81
2020,Vartry,DAIRY,F,13,155,361,163,398,65,27,27
2017,Vartry,DAIRY,F,12,122,208,138,349,63,23,27
2016,Dargle,DAIRY,F,3,14,252,17,141,9,28,8
2014,Dargle,DAIRY,F,3,14,252,17,141,9,28,8
2019,Currane,DAIRY,F,0,0,4,0,2,0,1,1
2014,Currane,DAIRY,F,0,0,4,0,2,0,1,0
2018,Gweebarra,DAIRY,F,0,0,33,0,23,0,0,0
2020,Erriff,DAIRY,C,0,0,0,0,0,0,0,2
2016,Erriff,DAIRY,C,0,0,0,0,0,0,0,2
2014,Gweebarra,DAIRY,F,0,0,2,0,0,0,0,0
2014,Moy,BEEF,M,928,4119,16531,3376,10704,930,1020,1217
2016,Boyne,BEEF,M,1716,8429,35193,10858,33757,4882,5875,2536
2019,Nore,BEEF,M,1877,8806,43945,11144,43024,3802,4066,2437
2015,Nore,BEEF,M,1884,8630,43780,11198,43494,3816,4166,2474
2015,Currane,BEEF,M,28,267,169,21,38,13,14,49
2017,Inny,BEEF,M,742,4185,16101,5085,15752,1869,2216,1335
2020,Doonbeg,BEEF,M,157,621,2850,380,1488,99,193,279
2018,Doonbeg,BEEF,M,155,597,2828,355,1469,97,193,276
2015,Dodder,BEEF,M,17,106,109,25,115,30,30,28
2020,Erriff,BEEF,M,16,68,193,37,116,8,8,16
2020,Boyne,DAIRY,M,888,2891,12413,3543,8629,1557,1016,267
2017,Boyne,DAIRY,M,911,2834,12117,3469,8302,1534,999,267
2019,Inny,DAIRY,M,155,414,3308,556,1937,284,225,63
2017,Inny,DAIRY,M,149,441,3397,611,2139,290,242,75
2015,Gweebarra,BEEF,M,31,83,192,37,50,6,6,12
2014,Dodder,DAIRY,M,0,23,19,5,10,1,2,0
2018,Gweebarra,DAIRY,M,0,0,32,0,8,0,0,0
2016,Dargle,BEEF,C,0,0,0,0,8,17,105,1213
2015,Dargle,BEEF,C,0,0,0,0,8,17,105,1216
2019,Moy,DAIRY,C,0,0,0,0,13,104,1469,9681
2018,Doonbeg,BEEF,C,0,0,0,0,20,34,387,5947
2015,Boyne,DAIRY,C,0,0,0,0,121,1636,9989,59371
2017,Ilen,DAIRY,C,0,0,0,0,12,88,3553,19095
2018,Ilen,DAIRY,C,0,0,0,0,13,87,3512,19004
2014,Ilen,DAIRY,C,0,0,0,0,13,87,3617,19579
2017,Inny,DAIRY,C,0,0,0,0,36,250,3818,18582
2018,Inny,DAIRY,C,0,0,0,0,38,235,3897,18710
2014,Inny,DAIRY,C,0,0,0,0,38,222,3855,18505
2015,Inny,BEEF,F,725,4005,16195,4791,15419,2114,2597,665
2014,Inny,BEEF,F,733,3946,16185,4793,15606,2089,2516,675
2014,Doonbeg,DAIRY,C,0,0,0,0,4,8,1101,5559
2018,Nore,BEEF,F,1817,8121,38222,10031,31704,3697,3396,1066
2016,Nore,BEEF,F,1838,8121,38192,10068,32008,3709,3427,1073
2019,Vartry,DAIRY,C,0,0,0,0,13,75,190,1115
2016,Vartry,DAIRY,C,0,0,0,0,13,60,203,1170
2014,Vartry,DAIRY,C,0,0,0,0,13,60,174,1349
2017,Moy,BEEF,F,917,3924,19391,4137,14611,2009,3709,902
2018,Moy,BEEF,F,908,3932,19377,4138,14631,1993,3684,895
2017,Gweebarra,BEEF,C,0,0,0,0,2,7,43,747
2016,Gweebarra,BEEF,C,0,0,0,0,2,7,43,747
2018,Currane,DAIRY,C,0,0,0,0,0,0,3,32
2014,Boyne,DAIRY,F,906,4080,15810,4915,14863,3347,2828,1033
2019,Doonbeg,BEEF,F,146,543,2802,430,1631,177,482,113
2014,Doonbeg,BEEF,F,149,569,2770,429,1575,195,490,127
2020,Boyne,DAIRY,F,895,3995,15755,4819,14979,3323,2865,1006
2019,Boyne,DAIRY,F,901,3962,15642,4766,14916,3308,2867,1004
2015,Boyne,DAIRY,F,900,4070,15451,4939,14605,3396,2824,1024
2017,Vartry,BEEF,F,49,283,996,390,1193,188,168,45
2015,Vartry,BEEF,F,48,279,1022,389,1162,189,165,46
2014,Nore,DAIRY,F,466,1647,30909,1995,27374,1403,3627,684
2017,Inny,DAIRY,F,160,513,5692,752,5365,598,935,296
2015,Inny,DAIRY,F,168,499,5745,711,5310,580,900,278
2014,Doonbeg,DAIRY,F,2,36,1701,29,1648,32,335,71
2017,Dargle,BEEF,F,12,177,571,132,419,71,139,35
2017,Ilen,DAIRY,F,112,364,5284,416,4672,337,675,190
2019,Currane,BEEF,F,37,233,250,78,185,58,69,19
2020,Gweebarra,BEEF,F,33,81,230,60,157,23,56,15
2018,Erriff,BEEF,F,20,82,291,40,127,19,28,14
2015,Erriff,BEEF,F,22,74,289,39,147,23,24,13
2014,Erriff,BEEF,F,9,65,268,31,111,18,24,13
2015,Dodder,DAIRY,F,3,12,230,20,121,7,20,7
2017,Gweebarra,DAIRY,F,0,0,33,0,23,0,0,0
2020,Erriff,DAIRY,F,0,0,0,0,1,2,1,0
2019,Erriff,DAIRY,F,0,0,0,0,0,2,1,0
2014,Nore,BEEF,M,1883,8740,43804,11267,43919,3847,4192,2467
2018,Currane,BEEF,M,28,276,178,22,37,13,14,51
2016,Inny,BEEF,M,729,4202,16071,5073,15680,1855,2251,1332
2020,Nore,DAIRY,M,499,2405,32545,2959,24993,1501,1552,225
2015,Nore,DAIRY,M,497,2392,31807,2961,24338,1416,1581,233
2014,Ilen,BEEF,M,276,948,4736,973,2681,265,303,384
2016,Moy,DAIRY,M,139,194,1803,277,1074,155,75,32
2014,Currane,BEEF,M,28,257,153,22,36,13,14,48
2019,Dargle,BEEF,M,18,163,494,97,326,39,39,63
2017,Dodder,BEEF,M,17,106,109,25,127,32,32,29
2016,Dodder,BEEF,M,17,106,109,25,127,32,32,29
2014,Inny,DAIRY,M,181,441,3274,586,2007,261,241,77
2018,Gweebarra,BEEF,M,32,89,210,47,52,6,8,13
2017,Doonbeg,DAIRY,M,2,26,1079,62,599,17,77,19
2019,Ilen,DAIRY,M,118,288,2509,235,1500,74,94,61
2017,Ilen,DAIRY,M,118,288,2456,234,1465,92,94,61
2016,Ilen,DAIRY,M,119,288,2487,234,1483,92,96,61
2015,Ilen,DAIRY,M,119,288,2469,234,1483,72,96,61
2018,Erriff,DAIRY,M,0,0,3,1,33,3,0,0
2014,Erriff,DAIRY,M,0,0,3,0,92,3,0,0
2016,Dargle,DAIRY,M,0,27,83,9,66,3,6,0
2015,Dodder,DAIRY,M,0,23,19,5,10,1,2,0
2017,Currane,DAIRY,M,0,0,5,0,3,0,1,0
2016,Currane,DAIRY,M,0,0,5,0,3,0,1,0
2015,Currane,DAIRY,M,0,0,5,0,3,0,1,0
2016,Nore,BEEF,C,0,0,0,3,273,763,5171,54353
2017,Boyne,BEEF,C,0,0,0,0,269,792,4936,55426
2016,Nore,DAIRY,C,0,0,0,0,109,458,20067,85333
2018,Moy,BEEF,C,0,0,0,0,98,314,3367,43344
2015,Moy,BEEF,C,0,0,0,0,98,312,3340,43203
2018,Dargle,BEEF,C,0,0,0,0,8,17,111,1234
2020,Dargle,BEEF,C,0,0,0,0,8,17,109,1228
2018,Vartry,BEEF,C,0,0,0,0,10,32,243,1834
2015,Vartry,BEEF,C,0,0,0,0,13,31,235,1852
2016,Vartry,BEEF,C,0,0,0,0,10,31,245,1814
2017,Doonbeg,BEEF,C,0,0,0,0,20,34,389,5894
2015,Inny,BEEF,C,0,0,0,1,127,343,2422,30554
2020,Boyne,DAIRY,C,0,0,0,0,121,1541,10196,59567
2017,Boyne,DAIRY,C,0,0,0,0,120,1518,10056,59423
2020,Doonbeg,DAIRY,C,0,0,0,0,4,8,1161,5947
2017,Doonbeg,DAIRY,C,0,0,0,0,4,8,1116,5513
2019,Nore,BEEF,F,1821,8165,38253,10045,31656,3701,3424,1055
2017,Nore,BEEF,F,1839,8119,38364,10076,31801,3688,3408,1038
2017,Vartry,DAIRY,C,0,0,0,0,13,60,161,1141
2019,Gweebarra,BEEF,C,0,0,0,0,3,9,42,781
2014,Moy,BEEF,F,901,3893,19060,4127,14512,1967,3627,888
2015,Gweebarra,BEEF,C,0,0,0,0,2,7,40,738
2019,Erriff,BEEF,C,0,0,0,0,1,7,55,650
2017,Erriff,BEEF,C,0,0,0,0,1,7,56,737
2014,Erriff,BEEF,C,0,0,0,0,1,3,33,692
2017,Nore,DAIRY,F,467,1675,31146,2073,28199,1482,3650,692
2016,Nore,DAIRY,F,466,1689,31023,2095,28074,1475,3667,683
2018,Inny,DAIRY,F,150,472,5857,712,5413,589,968,298
2014,Inny,DAIRY,F,172,485,5920,718,5383,607,913,276
2016,Moy,DAIRY,F,151,301,2692,479,2342,385,535,204
2017,Ilen,BEEF,F,273,988,4173,749,2476,340,424,134
2016,Ilen,BEEF,F,276,995,4175,751,2492,343,426,134
2019,Dodder,BEEF,F,12,84,249,66,216,46,66,25
2014,Dodder,BEEF,F,12,96,211,58,159,38,56,22
2017,Gweebarra,DAIRY,C,0,0,0,0,0,0,11,80
2016,Gweebarra,DAIRY,C,0,0,0,0,0,0,11,80
2016,Erriff,BEEF,F,20,72,290,35,127,19,28,14
2018,Dargle,DAIRY,F,3,17,262,18,152,19,28,9
2018,Currane,DAIRY,F,0,0,4,0,2,0,1,1
2018,Dodder,DAIRY,F,3,12,230,20,121,7,20,7
2014,Dodder,DAIRY,F,3,12,230,20,121,7,21,7
2015,Currane,DAIRY,F,0,0,4,0,2,0,1,0
2020,Gweebarra,DAIRY,F,0,0,33,0,23,0,0,0
2019,Erriff,DAIRY,C,0,0,0,0,0,0,0,2
2014,Erriff,DAIRY,C,0,0,0,0,0,0,0,2
2015,Erriff,DAIRY,F,0,0,0,0,0,2,0,0
2014,Erriff,DAIRY,F,0,0,0,0,0,2,0,0
2015,Moy,BEEF,M,924,4148,16669,3415,10805,926,1030,1221
2019,Inny,BEEF,M,765,4176,16170,5022,15690,1829,2170,1307
2019,Ilen,BEEF,M,269,931,4394,727,2623,258,287,367
2018,Dodder,BEEF,M,17,106,117,25,127,32,32,30
2017,Erriff,BEEF,M,16,85,212,37,88,8,9,17
2015,Erriff,BEEF,M,16,77,211,30,82,8,8,19
2015,Vartry,BEEF,M,41,248,876,204,527,96,95,82
2018,Boyne,DAIRY,M,913,2834,11997,3440,8256,1528,994,268
2018,Inny,DAIRY,M,143,406,3444,574,2292,289,229,69
2016,Inny,DAIRY,M,169,444,3287,579,2025,262,244,76
2014,Gweebarra,BEEF,M,80,196,512,118,178,12,16,30
2019,Doonbeg,DAIRY,M,2,26,1077,63,578,17,76,21
2020,Vartry,DAIRY,M,22,72,151,68,144,43,11,12
2016,Erriff,DAIRY,M,0,0,3,0,5,3,0,0
2015,Vartry,DAIRY,M,22,69,126,60,47,35,4,12
2016,Vartry,DAIRY,M,22,69,127,61,57,41,5,12
2014,Vartry,DAIRY,M,22,76,128,61,61,36,4,13
2020,Gweebarra,DAIRY,M,0,0,32,0,8,0,0,0
2019,Gweebarra,DAIRY,M,0,0,32,0,8,0,0,0
2016,Gweebarra,DAIRY,M,0,0,32,0,8,0,0,0
2019,Boyne,BEEF,C,0,0,0,1,271,786,4905,55005
2019,Nore,DAIRY,C,0,0,0,0,113,452,20267,86052
2018,Nore,DAIRY,C,0,0,0,0,110,465,20233,86005
2019,Moy,BEEF,C,0,0,0,0,96,314,3340,43022
2014,Moy,BEEF,C,0,0,0,0,96,310,3303,43044
2020,Vartry,BEEF,C,0,0,0,0,10,36,263,2030
2014,Vartry,BEEF,C,0,0,0,0,13,30,233,1910
2018,Moy,DAIRY,C,0,0,0,0,13,104,1474,9656
2016,Inny,BEEF,C,0,0,0,1,128,351,2461,30770
2019,Dodder,BEEF,C,0,0,0,0,5,7,62,628
2020,Ilen,DAIRY,C,0,0,0,0,12,87,3544,19031
2018,Dodder,DAIRY,C,0,0,0,0,0,7,44,227
2020,Dargle,DAIRY,C,0,0,0,0,3,8,55,296
2017,Dodder,DAIRY,C,0,0,0,0,0,7,44,227
2020,Boyne,BEEF,F,1682,8210,37277,12174,41363,5640,6360,1226
2016,Boyne,BEEF,F,1688,8239,37180,12234,41044,5708,6485,1236
2019,Inny,BEEF,F,783,4008,16454,4844,15952,2139,2676,663
2017,Inny,BEEF,F,771,4013,16443,4910,16203,2216,2731,687
2016,Inny,BEEF,F,747,4016,16327,4855,15954,2206,2706,701
2020,Currane,BEEF,C,0,0,0,0,2,34,85,1262
2019,Currane,BEEF,C,0,0,0,0,2,34,86,1263
2015,Currane,BEEF,C,0,0,0,0,2,30,85,1212
2018,Gweebarra,BEEF,C,0,0,0,0,3,8,43,782
2015,Moy,BEEF,F,898,3899,19188,4136,14575,1990,3649,894
2020,Erriff,BEEF,C,0,0,0,0,1,7,55,648
2015,Erriff,BEEF,C,0,0,0,0,1,5,50,719
2020,Doonbeg,BEEF,F,147,564,2837,460,1657,187,502,120
2018,Doonbeg,BEEF,F,146,543,2844,433,1638,177,484,114
2016,Boyne,DAIRY,F,913,4075,15681,4953,14763,3412,2864,1033
2016,Vartry,BEEF,F,49,284,1008,391,1213,201,175,45
2014,Moy,DAIRY,F,156,316,2707,463,2337,401,551,208
2019,Dargle,BEEF,F,12,174,576,126,403,57,135,35
2015,Ilen,BEEF,F,275,988,4140,749,2473,341,425,133
2018,Currane,BEEF,F,37,231,249,78,187,58,69,19
2015,Currane,BEEF,F,36,220,227,75,172,54,69,19
2017,Gweebarra,BEEF,F,31,68,220,54,151,20,56,17
2016,Gweebarra,BEEF,F,31,68,220,54,147,20,56,17
2015,Gweebarra,BEEF,F,30,67,213,54,147,20,56,17
2015,Vartry,DAIRY,F,12,121,210,138,352,64,32,30
2017,Dodder,BEEF,F,12,87,168,59,160,39,56,22
2014,Gweebarra,DAIRY,C,0,0,0,0,0,0,2,36
2017,Erriff,BEEF,F,20,82,291,40,127,19,28,14
2018,Vartry,DAIRY,F,13,155,256,163,397,65,27,27
2020,Dodder,DAIRY,F,3,15,49,21,46,17,17,8
2018,Erriff,DAIRY,C,0,0,0,0,0,0,0,2
2017,Erriff,DAIRY,C,0,0,0,0,0,0,0,2
2018,Erriff,DAIRY,F,0,0,0,0,0,2,1,0
2020,Boyne,BEEF,M,1736,8406,34957,11394,33937,4814,5621,2543
2017,Boyne,BEEF,M,1743,8455,34930,10777,33365,4820,5727,2508
2015,Boyne,BEEF,M,1710,8294,34757,10723,33428,4880,5857,2502
2020,Nore,BEEF,M,1865,8751,43553,11096,42673,3774,3995,2424
2015,Ilen,BEEF,M,269,928,4370,704,2610,261,295,371
2014,Inny,BEEF,M,719,4108,15882,5012,15461,1908,2512,1326
2014,Doonbeg,BEEF,M,165,611,2751,354,1465,131,215,292
2018,Nore,DAIRY,M,507,2451,32475,2983,25259,1516,1585,220
2014,Nore,DAIRY,M,503,2372,31735,2941,24325,1271,1576,227
2019,Doonbeg,BEEF,M,155,594,2812,349,1469,97,192,273
2016,Boyne,BEEF,M,1639,8068,36266,10005,32891,5399,6841,2564
2020,Doonbeg,BEEF,M,155,623,2938,364,1376,154,215,276
2018,Doonbeg,BEEF,M,156,593,2946,346,1380,154,214,267
2015,Dodder,BEEF,M,20,103,138,49,72,11,22,25
2020,Erriff,BEEF,M,16,36,163,25,71,11,5,18
2019,Inny,DAIRY,M,86,318,2470,543,2323,218,267,90
2017,Inny,DAIRY,M,107,347,2651,611,2440,239,270,95
2020,Boyne,DAIRY,M,881,2569,10059,3307,9937,1496,991,273
2017,Boyne,DAIRY,M,872,2558,9692,3232,9376,1492,1003,236
2015,Gweebarra,BEEF,M,19,81,163,14,53,2,3,14
2018,Gweebarra,DAIRY,M,0,0,6,0,0,0,0,0
2014,Dodder,DAIRY,M,0,0,10,2,0,0,0,1
2016,Dargle,BEEF,C,0,0,0,0,4,14,102,1229
2015,Dargle,BEEF,C,0,0,0,0,4,14,102,1230
2018,Doonbeg,BEEF,C,0,0,0,0,9,31,476,5797
2015,Boyne,DAIRY,C,0,0,0,0,94,1627,10827,60195
2020,Gweebarra,BEEF,F,25,90,181,73,135,22,56,10
2019,Moy,DAIRY,C,0,0,0,0,12,78,1482,9555
2017,Inny,DAIRY,C,0,0,0,0,33,212,3694,18801
2018,Inny,DAIRY,C,0,0,0,0,33,207,3744,19033
2014,Inny,DAIRY,C,0,0,0,0,32,212,3769,18803
2017,Ilen,DAIRY,C,0,0,0,0,12,105,3653,19691
2018,Ilen,DAIRY,C,0,0,0,0,12,105,3648,19585
2014,Ilen,DAIRY,C,0,0,0,0,14,105,3814,20011
2014,Doonbeg,DAIRY,C,0,0,0,0,2,3,1172,5724
2018,Nore,BEEF,F,1784,8315,41457,9969,32618,4111,3817,1087
2016,Nore,BEEF,F,1763,8319,41272,9993,32736,4142,3866,1085
2015,Inny,BEEF,F,728,3763,16013,4854,15209,2427,2989,549
2019,Doonbeg,BEEF,F,138,607,2913,359,1455,261,527,131
2014,Doonbeg,BEEF,F,142,616,2848,386,1422,255,529,148
2018,Moy,BEEF,F,806,3829,19421,4072,14294,2063,4065,884
2017,Moy,BEEF,F,808,3834,19439,4062,14228,2044,4055,888
2014,Inny,BEEF,F,718,3702,16059,4817,15164,2382,2949,551
2019,Vartry,DAIRY,C,0,0,0,0,2,54,335,1204
2016,Vartry,DAIRY,C,0,0,0,0,2,41,342,1317
2014,Vartry,DAIRY,C,0,0,0,0,2,41,330,1499
2017,Gweebarra,BEEF,C,0,0,0,0,0,10,42,678
2016,Gweebarra,BEEF,C,0,0,0,0,0,10,42,678
2018,Currane,DAIRY,C,0,0,0,0,0,0,3,33
2017,Vartry,BEEF,F,63,290,1062,282,1108,196,133,32
2015,Vartry,BEEF,F,63,294,1089,284,1126,189,128,33
2020,Boyne,DAIRY,F,919,3506,15473,4681,15609,2970,2826,1020
2019,Boyne,DAIRY,F,910,3468,15436,4656,15477,2963,2811,1014
2015,Boyne,DAIRY,F,905,3621,14997,4745,15023,2974,2801,1067
2014,Boyne,DAIRY,F,911,3599,15374,4750,15250,2973,2827,1073
2014,Nore,DAIRY,F,417,1291,30453,1864,29536,1398,3410,582
2017,Inny,DAIRY,F,134,527,5573,726,5708,486,776,212
2015,Inny,DAIRY,F,128,509,5630,690,5652,473,753,210
2017,Dargle,BEEF,F,29,197,691,145,498,56,71,29
2020,Erriff,DAIRY,F,0,0,0,0,1,0,0,0
2014,Doonbeg,DAIRY,F,2,28,1464,37,1490,25,278,66
2017,Ilen,DAIRY,F,114,302,5437,428,4844,321,656,140
2018,Erriff,BEEF,F,9,60,270,49,151,24,44,12
2015,Erriff,BEEF,F,8,56,247,49,149,25,41,11
2014,Erriff,BEEF,F,6,56,239,44,146,21,33,11
2019,Currane,BEEF,F,27,227,248,95,127,43,74,22
