YEAR,LOCATION,CATTLE_BREED_TYPE,CATTLE_GENDER,CATTLE_AGE_0_6,CATTLE_AGE_6_6,CATTLE_AGE_6_12,CATTLE_AGE_12_18,CATTLE_AGE_18_24,CATTLE_AGE_24_30,CATTLE_AGE_30_36,CATTLE_AGE_36_PLUS
2016,Boyne,BEEF,M,1631,7070,33304,9348,33245,4717,7428,2873
2014,Moy,BEEF,M,723,3688,15883,3040,10863,1075,1384,1268
2019,Nore,BEEF,M,1578,7579,42995,9098,41717,4109,4930,2882
2015,Nore,BEEF,M,1525,7374,42131,9021,41384,4089,4904,2849
2020,Doonbeg,BEEF,M,141,575,2948,356,1777,169,243,309
2018,Doonbeg,BEEF,M,126,557,2939,351,1748,164,243,297
2020,Boyne,DAIRY,M,713,1973,8111,2664,8714,1306,1091,389
2015,Gweebarra,BEEF,M,10,69,164,18,42,8,10,21
2017,Boyne,DAIRY,M,705,1875,7736,2447,7960,1265,1058,384
2015,Dodder,BEEF,M,19,54,142,34,68,39,30,27
2020,Erriff,BEEF,M,2,42,202,31,76,17,34,13
2015,Currane,BEEF,M,26,200,233,28,57,12,7,38
2019,Inny,DAIRY,M,107,317,2192,372,1978,219,273,125
2017,Inny,DAIRY,M,113,324,2255,380,2019,233,276,131
2014,Dodder,DAIRY,M,0,1,4,3,11,6,1,0
2018,Gweebarra,DAIRY,M,0,0,0,0,5,0,0,0
2016,Dargle,BEEF,C,0,0,0,0,9,13,42,1073
2015,Dargle,BEEF,C,0,0,0,0,9,13,42,1073
2015,Boyne,DAIRY,C,0,0,0,1,115,1594,11185,64049
2017,Inny,DAIRY,C,0,0,0,1,27,192,4175,20729
2018,Inny,DAIRY,C,0,0,0,1,27,189,4056,20388
2018,Doonbeg,BEEF,C,0,0,0,0,24,40,329,5747
2019,Moy,DAIRY,C,0,0,0,0,15,64,1379,9916
2017,Ilen,DAIRY,C,0,0,0,0,37,90,3965,20257
2018,Ilen,DAIRY,C,0,0,0,0,37,90,3942,20151
2014,Ilen,DAIRY,C,0,0,0,0,37,90,4075,20589
2014,Inny,DAIRY,C,0,0,0,1,29,174,4045,20076
2014,Doonbeg,DAIRY,C,0,0,0,0,4,3,943,6153
2017,Gweebarra,BEEF,C,0,0,0,0,2,8,43,694
2016,Gweebarra,BEEF,C,0,0,0,0,2,8,43,694
2018,Nore,BEEF,F,1488,7167,39416,8980,33540,4403,4289,1211
2016,Nore,BEEF,F,1476,7081,38830,8853,33296,4408,4266,1236
2018,Currane,DAIRY,C,0,0,0,0,0,0,4,28
2019,Vartry,DAIRY,C,0,0,0,0,0,48,348,1385
2016,Vartry,DAIRY,C,0,0,0,0,3,37,266,1510
2014,Vartry,DAIRY,C,0,0,0,0,3,38,258,1572
2015,Inny,BEEF,F,652,3425,15898,4162,15678,2575,3290,787
2014,Inny,BEEF,F,650,3379,15720,4119,15490,2538,3259,787
2017,Inny,DAIRY,F,180,528,6132,651,6202,417,769,271
2015,Inny,DAIRY,F,185,493,6050,614,6082,397,748,261
2017,Moy,BEEF,F,783,3658,18671,3732,14533,2296,4266,1075
2018,Moy,BEEF,F,775,3664,18695,3756,14597,2291,4267,1087
2020,Erriff,DAIRY,C,0,0,0,0,0,0,0,12
2018,Gweebarra,DAIRY,C,0,0,0,0,0,0,12,104
2020,Dodder,BEEF,F,26,67,340,98,259,68,93,17
2020,Nore,DAIRY,F,393,1462,34192,1891,31855,1134,3007,569
2016,Inny,DAIRY,F,229,615,6768,722,5815,425,622,232
2019,Doonbeg,DAIRY,F,1,19,1465,25,1377,17,255,51
2016,Doonbeg,DAIRY,F,1,17,1398,16,1305,9,230,37
2016,Erriff,DAIRY,C,0,0,0,0,0,0,0,2
2018,Moy,DAIRY,F,109,240,2618,371,2281,239,423,179
2014,Dargle,DAIRY,F,0,1,222,2,141,8,9,4
2020,Vartry,DAIRY,F,13,124,452,138,384,53,25,16
2017,Vartry,DAIRY,F,11,91,312,102,276,50,24,16
2016,Dargle,DAIRY,F,0,1,268,2,81,20,11,4
2014,Gweebarra,DAIRY,F,0,0,2,2,6,2,0,2
2014,Currane,DAIRY,F,0,0,10,0,3,0,2,0
2018,Gweebarra,DAIRY,F,0,0,8,0,34,1,0,0
2019,Currane,DAIRY,F,0,0,10,0,5,0,1,0
2014,Moy,BEEF,M,619,3192,17452,3139,10093,818,843,1226
2020,Doonbeg,BEEF,M,149,548,3126,424,1695,126,150,299
2018,Doonbeg,BEEF,M,136,537,3134,405,1658,124,145,291
2019,Nore,BEEF,M,1396,7029,46132,9257,42215,3076,2733,2532
2015,Nore,BEEF,M,1358,6846,45278,9102,41552,3020,2752,2519
2016,Boyne,BEEF,M,1467,6277,35424,9277,33709,4107,4997,2438
2017,Inny,BEEF,M,538,3144,16545,4299,14817,1546,1718,1263
2020,Boyne,DAIRY,M,811,2157,11215,2422,8097,1034,694,233
2017,Boyne,DAIRY,M,787,2114,10665,2361,7462,957,679,218
2015,Gweebarra,BEEF,M,10,71,192,16,17,0,3,22
2020,Erriff,BEEF,M,1,39,186,47,133,15,8,15
2015,Dodder,BEEF,M,7,59,104,38,80,5,15,19
2019,Inny,DAIRY,M,140,317,3201,378,1842,198,173,90
2015,Currane,BEEF,M,33,193,253,31,52,8,12,36
2017,Inny,DAIRY,M,157,330,3222,401,1954,200,172,94
2018,Gweebarra,DAIRY,M,0,0,0,0,1,0,0,0
2014,Dodder,DAIRY,M,0,4,1,0,3,0,1,0
2016,Dargle,BEEF,C,0,0,0,0,4,5,66,984
2015,Dargle,BEEF,C,0,0,0,0,4,5,67,983
2015,Boyne,DAIRY,C,0,0,1,0,124,1652,11928,64673
2019,Moy,DAIRY,C,0,0,0,0,8,101,1595,9700
2017,Ilen,DAIRY,C,0,0,0,0,29,89,3875,20492
2018,Ilen,DAIRY,C,0,0,0,0,29,89,3850,20383
2014,Ilen,DAIRY,C,0,0,0,0,31,95,4018,20562
2018,Doonbeg,BEEF,C,0,0,0,0,14,41,442,5641
2017,Inny,DAIRY,C,0,0,0,0,39,167,4734,21071
2018,Inny,DAIRY,C,0,0,0,0,39,165,4618,20756
2014,Inny,DAIRY,C,0,0,0,0,38,144,4634,20333
2017,Gweebarra,BEEF,C,0,0,0,0,1,17,35,672
2016,Gweebarra,BEEF,C,0,0,0,0,1,17,35,672
2018,Nore,BEEF,F,1274,6682,41591,8481,31764,3458,3438,1196
2016,Nore,BEEF,F,1255,6588,41240,8330,31444,3427,3441,1211
2014,Doonbeg,DAIRY,C,0,0,0,0,4,6,1006,6191
2018,Currane,DAIRY,C,0,0,0,0,0,0,3,32
2018,Moy,BEEF,F,633,3238,19884,3915,14231,1893,3747,1108
2017,Moy,BEEF,F,628,3245,19779,3910,14188,1892,3755,1109
2019,Vartry,DAIRY,C,0,0,0,0,2,63,293,1382
2016,Vartry,DAIRY,C,0,0,0,0,3,52,283,1462
2014,Vartry,DAIRY,C,0,0,0,0,3,52,264,1481
2015,Inny,BEEF,F,522,2979,15964,4227,15356,1997,2474,727
2014,Inny,BEEF,F,515,2904,15739,4258,15430,1959,2447,734
2019,Doonbeg,BEEF,F,135,527,3092,410,1613,216,529,164
2014,Doonbeg,BEEF,F,134,515,3128,433,1608,223,524,166
2015,Boyne,DAIRY,F,902,4080,16325,4371,16012,2297,2188,932
2014,Boyne,DAIRY,F,909,4036,16428,4327,16078,2289,2201,951
2017,Vartry,BEEF,F,60,236,973,254,702,115,112,24
2015,Vartry,BEEF,F,60,236,986,257,736,117,103,26
2019,Currane,BEEF,F,33,202,313,96,203,66,62,24
2018,Erriff,BEEF,F,3,64,240,43,218,21,60,6
2014,Nore,DAIRY,F,402,1410,32880,1833,30586,1114,2922,626
2020,Boyne,DAIRY,F,962,4107,17901,4444,17099,2402,2321,906
2019,Boyne,DAIRY,F,954,4007,17642,4380,16820,2374,2298,908
2017,Inny,DAIRY,F,223,617,6668,744,5803,430,631,229
2015,Inny,DAIRY,F,220,577,6693,674,5710,415,606,221
2017,Ilen,DAIRY,F,85,273,4908,382,4254,292,515,146
2017,Dargle,BEEF,F,20,87,587,136,448,62,94,26
2014,Doonbeg,DAIRY,F,1,12,1415,18,1306,9,259,46
2015,Erriff,BEEF,F,3,65,231,25,180,15,54,5
2014,Erriff,BEEF,F,2,56,227,24,169,13,54,4
2020,Gweebarra,BEEF,F,17,76,202,61,129,13,44,26
2015,Dodder,DAIRY,F,0,1,197,1,31,1,9,2
2017,Gweebarra,DAIRY,F,0,0,8,0,34,1,0,0
2020,Erriff,DAIRY,F,0,0,1,1,2,0,0,0
2019,Erriff,DAIRY,F,0,0,0,1,1,0,0,0
2014,Nore,BEEF,M,1362,6825,45583,9161,42050,3116,2780,2521
2016,Inny,BEEF,M,518,3106,16393,4220,14604,1523,1697,1237
2014,Ilen,BEEF,M,284,1019,5127,744,2574,176,244,375
2017,Doonbeg,DAIRY,M,1,20,996,13,671,8,56,13
2018,Gweebarra,BEEF,M,14,84,199,25,20,0,5,24
2020,Nore,DAIRY,M,467,1760,26287,1739,20611,664,1312,210
2015,Nore,DAIRY,M,439,1686,24940,1718,19672,616,1256,211
2019,Dargle,BEEF,M,26,95,488,102,321,26,29,56
2017,Dodder,BEEF,M,7,60,110,44,83,5,15,19
2016,Dodder,BEEF,M,7,60,110,44,83,5,15,19
2016,Moy,DAIRY,M,126,155,1672,203,802,86,96,35
2018,Currane,BEEF,M,33,198,245,31,56,8,12,40
2014,Currane,BEEF,M,33,183,221,34,58,8,13,37
2014,Inny,DAIRY,M,156,300,3029,307,1709,155,160,96
2019,Ilen,DAIRY,M,72,141,1448,169,668,41,80,22
2017,Ilen,DAIRY,M,72,142,1451,169,655,41,79,22
2016,Ilen,DAIRY,M,73,141,1420,169,650,41,77,22
2015,Ilen,DAIRY,M,75,141,1451,169,653,41,78,22
2018,Erriff,DAIRY,M,0,0,19,1,10,0,0,0
2014,Erriff,DAIRY,M,0,0,64,1,99,0,0,0
2016,Dargle,DAIRY,M,0,7,46,1,13,0,2,1
2015,Dodder,DAIRY,M,0,4,0,0,3,0,1,0
2017,Currane,DAIRY,M,0,0,4,0,0,0,0,0
2016,Currane,DAIRY,M,0,0,4,0,0,0,0,0
2015,Currane,DAIRY,M,0,0,4,0,0,0,0,0
2016,Nore,BEEF,C,0,0,0,0,154,643,4281,45611
2018,Moy,BEEF,C,0,0,0,0,81,253,2975,40120
2015,Moy,BEEF,C,0,0,0,1,80,248,2917,39421
2018,Dargle,BEEF,C,0,0,0,0,4,7,67,1013
2020,Dargle,BEEF,C,0,0,0,0,4,7,68,1016
2017,Boyne,BEEF,C,0,0,0,4,190,621,4165,47043
2020,Boyne,DAIRY,C,0,0,1,0,127,1607,13041,68161
2017,Boyne,DAIRY,C,0,0,1,0,122,1583,12310,65276
2015,Inny,BEEF,C,0,0,0,1,87,246,2029,26511
2016,Nore,DAIRY,C,0,0,0,0,98,470,24312,103817
2017,Doonbeg,BEEF,C,0,0,0,0,14,41,442,5616
2018,Vartry,BEEF,C,0,0,0,0,6,29,117,1534
2015,Vartry,BEEF,C,0,0,0,0,5,30,126,1524
2016,Vartry,BEEF,C,0,0,0,0,6,29,126,1513
2019,Gweebarra,BEEF,C,0,0,0,0,2,17,35,729
2015,Gweebarra,BEEF,C,0,0,0,0,1,16,33,662
2019,Nore,BEEF,F,1265,6684,41881,8524,31981,3487,3442,1197
2017,Nore,BEEF,F,1254,6592,41459,8352,31627,3392,3433,1174
2020,Doonbeg,DAIRY,C,0,0,0,0,4,6,1075,6574
2017,Doonbeg,DAIRY,C,0,0,0,0,4,6,1003,6210
2014,Moy,BEEF,F,606,3177,19326,3822,13953,1836,3653,1085
2017,Vartry,DAIRY,C,0,0,0,0,3,52,264,1354
2019,Erriff,BEEF,C,0,0,0,0,0,1,18,536
2017,Erriff,BEEF,C,0,0,0,0,1,0,14,566
2014,Erriff,BEEF,C,0,0,0,0,0,0,14,532
2017,Ilen,BEEF,F,215,892,4425,721,2217,289,427,147
2016,Ilen,BEEF,F,216,887,4412,721,2214,289,429,146
2019,Erriff,DAIRY,C,0,0,0,0,0,0,0,11
2017,Gweebarra,DAIRY,C,0,0,0,0,0,0,12,104
2016,Gweebarra,DAIRY,C,0,0,0,0,0,0,12,104
2017,Nore,DAIRY,F,409,1468,33551,1894,31030,1136,2985,565
2016,Nore,DAIRY,F,402,1475,33394,1880,30808,1135,2944,633
2018,Inny,DAIRY,F,215,612,6723,700,5749,468,666,237
2014,Inny,DAIRY,F,214,560,6577,666,5706,411,618,222
2019,Dodder,BEEF,F,26,51,248,84,224,66,90,16
2014,Dodder,BEEF,F,10,45,247,63,138,41,47,11
2016,Erriff,BEEF,F,3,64,234,26,195,15,57,6
2014,Erriff,DAIRY,C,0,0,0,0,0,0,0,2
2016,Moy,DAIRY,F,112,247,2552,371,2306,235,400,176
2018,Dodder,DAIRY,F,0,1,243,1,63,18,11,2
2018,Dargle,DAIRY,F,1,9,286,16,102,36,15,5
2014,Dodder,DAIRY,F,0,1,197,1,31,1,9,2
2015,Erriff,DAIRY,F,0,0,0,1,2,0,0,1
2020,Gweebarra,DAIRY,F,0,0,8,0,34,1,0,0
2018,Currane,DAIRY,F,0,0,10,0,5,0,1,0
2015,Currane,DAIRY,F,0,0,10,0,3,0,1,0
2014,Erriff,DAIRY,F,0,0,0,1,2,0,0,0
2015,Moy,BEEF,M,632,3212,17463,3164,10205,833,871,1236
2019,Inny,BEEF,M,569,3196,16965,4336,14885,1556,1724,1265
2019,Ilen,BEEF,M,290,1043,5052,845,2667,180,241,368
2019,Doonbeg,DAIRY,M,1,19,984,13,672,8,59,12
2018,Boyne,DAIRY,M,788,2113,10472,2350,7505,990,688,218
2014,Gweebarra,BEEF,M,20,158,706,150,380,12,14,44
2017,Erriff,BEEF,M,1,43,187,25,113,16,7,15
2015,Erriff,BEEF,M,1,40,182,20,77,11,5,15
2015,Vartry,BEEF,M,56,205,834,206,504,73,43,90
2018,Dodder,BEEF,M,7,60,117,44,83,5,15,21
2018,Inny,DAIRY,M,142,318,3330,388,2073,190,173,95
2016,Inny,DAIRY,M,155,335,3107,367,1721,155,161,94
2020,Vartry,DAIRY,M,10,38,75,38,67,16,10,5
2015,Vartry,DAIRY,M,10,35,46,38,68,16,11,5
2016,Vartry,DAIRY,M,10,35,46,38,70,16,10,5
2014,Vartry,DAIRY,M,10,37,64,23,30,16,11,6
2016,Erriff,DAIRY,M,0,0,7,1,4,0,0,0
2020,Gweebarra,DAIRY,M,0,0,0,0,1,0,0,0
2019,Gweebarra,DAIRY,M,0,0,0,0,1,0,0,0
2016,Gweebarra,DAIRY,M,0,0,0,0,1,0,0,0
2019,Moy,BEEF,C,0,0,0,0,81,251,2968,40140
2014,Moy,BEEF,C,0,0,0,1,79,245,2893,39263
2019,Dodder,BEEF,C,0,0,0,0,0,11,38,522
2019,Boyne,BEEF,C,0,0,0,4,190,625,4263,47560
2016,Inny,BEEF,C,0,0,0,1,92,245,2035,26895
2018,Moy,DAIRY,C,0,0,0,0,8,99,1609,9713
2018,Dodder,DAIRY,C,0,0,0,0,0,0,52,278
2020,Dargle,DAIRY,C,0,0,0,0,0,0,65,360
2017,Dodder,DAIRY,C,0,0,0,0,0,0,27,156
2020,Ilen,DAIRY,C,0,0,0,0,29,89,3849,20522
2019,Nore,DAIRY,C,0,0,0,0,102,446,24788,105776
2018,Nore,DAIRY,C,0,0,0,0,99,462,24745,105590
2020,Vartry,BEEF,C,0,0,0,0,8,32,159,1886
2014,Vartry,BEEF,C,0,0,0,0,5,32,127,1522
2020,Currane,BEEF,C,0,0,0,0,2,16,102,1154
2019,Currane,BEEF,C,0,0,0,0,2,16,102,1149
2015,Currane,BEEF,C,0,0,0,0,2,16,101,1094
2018,Gweebarra,BEEF,C,0,0,0,0,2,17,36,726
2015,Moy,BEEF,F,609,3199,19308,3850,14026,1844,3713,1083
2020,Boyne,BEEF,F,1533,6523,38880,11234,41358,5299,5887,1461
2016,Boyne,BEEF,F,1437,6272,37266,10873,38650,4979,5550,1425
2020,Erriff,BEEF,C,0,0,0,0,0,0,15,522
2015,Erriff,BEEF,C,0,0,0,0,1,0,13,551
2019,Inny,BEEF,F,569,3124,16864,4565,16358,2110,2730,763
2017,Inny,BEEF,F,545,3052,16411,4422,16227,2181,2761,781
2016,Inny,BEEF,F,525,3019,16122,4272,15833,2146,2715,777
2020,Doonbeg,BEEF,F,146,535,3143,448,1669,218,559,172
2018,Doonbeg,BEEF,F,135,528,3125,412,1629,215,523,164
2015,Ilen,BEEF,F,214,887,4329,726,2192,286,439,148
2018,Erriff,DAIRY,C,0,0,0,0,0,0,0,11
2017,Erriff,DAIRY,C,0,0,0,0,0,0,0,3
2016,Boyne,DAIRY,F,934,4091,16589,4405,16218,2314,2221,925
2016,Vartry,BEEF,F,60,238,976,254,709,115,112,24
2014,Gweebarra,DAIRY,C,0,0,0,0,0,0,0,18
2018,Currane,BEEF,F,33,202,313,96,203,66,61,24
2015,Currane,BEEF,F,32,192,299,91,192,66,62,25
2019,Dargle,BEEF,F,23,89,595,138,444,62,95,27
2017,Erriff,BEEF,F,3,63,238,31,213,21,60,6
2017,Dodder,BEEF,F,10,50,176,67,137,46,60,14
2017,Gweebarra,BEEF,F,12,71,172,60,129,13,43,21
2016,Gweebarra,BEEF,F,12,71,172,60,129,13,43,21
2015,Gweebarra,BEEF,F,10,70,170,59,132,13,43,20
2014,Moy,DAIRY,F,114,261,2554,372,2278,236,407,176
2020,Dodder,DAIRY,F,1,9,65,14,60,35,30,2
2018,Vartry,DAIRY,F,11,123,451,138,384,53,24,16
2015,Vartry,DAIRY,F,11,91,312,102,275,50,25,17
2018,Erriff,DAIRY,F,0,0,0,1,2,0,0,1
2017,Boyne,BEEF,M,1512,6291,35788,9352,33665,4089,4963,2428
2019,Doonbeg,BEEF,M,136,532,3081,406,1666,124,145,290
2014,Doonbeg,BEEF,M,133,515,3045,410,1629,135,159,288
2020,Nore,BEEF,M,1380,7042,46390,9315,42577,3113,2814,2535
2020,Boyne,BEEF,M,1555,6507,36400,9941,35266,4234,4983,2470
2015,Boyne,BEEF,M,1448,6163,34884,9152,33337,4018,4981,2412
2014,Inny,BEEF,M,496,2979,16240,4178,14429,1531,1866,1219
2020,Inny,DAIRY,M,149,315,3394,404,2068,217,171,92
2016,Ilen,BEEF,M,279,1017,4925,806,2687,174,236,367
2015,Ilen,BEEF,M,277,1015,4857,802,2622,174,239,366
2018,Doonbeg,DAIRY,M,1,20,1056,13,672,8,58,13
2019,Gweebarra,BEEF,M,14,83,198,25,20,0,5,25
2014,Nore,DAIRY,M,436,1630,25107,1664,19695,622,1304,213
2019,Vartry,BEEF,M,42,187,788,172,448,43,40,89
2020,Vartry,BEEF,M,99,236,1023,255,623,79,57,108
2014,Vartry,BEEF,M,62,205,916,224,581,82,39,88
2018,Nore,DAIRY,M,460,1737,26053,1753,20379,664,1306,209
2017,Moy,DAIRY,M,126,155,1619,200,797,86,96,36
2014,Ilen,DAIRY,M,76,141,1474,168,637,41,79,22
2017,Dargle,DAIRY,M,0,7,46,1,13,0,2,1
2015,Gweebarra,DAIRY,M,0,0,0,0,1,0,0,0
2016,Dodder,DAIRY,M,0,4,13,1,4,0,1,0
2020,Currane,DAIRY,M,0,0,7,0,0,0,0,0
2018,Currane,DAIRY,M,0,0,7,0,0,0,0,0
2020,Moy,BEEF,C,0,0,0,0,82,250,2983,40212
2020,Dodder,BEEF,C,0,0,0,0,1,11,40,599
2016,Dodder,BEEF,C,0,0,0,0,1,9,31,434
2020,Inny,BEEF,C,0,0,0,1,98,286,2143,27869
2014,Boyne,BEEF,C,0,0,0,5,189,604,4121,45974
2014,Boyne,DAIRY,C,0,0,1,0,124,1600,12075,65189
2017,Moy,DAIRY,C,0,0,0,0,8,102,1624,9841
2018,Dargle,DAIRY,C,0,0,0,0,0,3,86,435
2015,Dodder,DAIRY,C,0,0,0,0,0,0,27,156
2014,Dodder,DAIRY,C,0,0,0,0,0,0,27,154
2016,Ilen,DAIRY,C,0,0,0,0,30,95,3821,20246
2019,Ilen,BEEF,C,0,0,0,0,16,121,524,6343
2014,Ilen,BEEF,C,0,0,0,0,16,103,522,6280
2020,Doonbeg,BEEF,C,0,0,0,0,14,41,450,5764
2014,Doonbeg,BEEF,C,0,0,0,0,15,42,433,5659
2017,Vartry,BEEF,C,0,0,0,0,6,29,125,1500
2019,Inny,DAIRY,C,0,0,0,0,39,192,4598,20679
2014,Gweebarra,BEEF,C,0,0,0,0,2,32,78,1534
2015,Nore,BEEF,F,1231,6524,40702,8178,31018,3375,3410,1225
2014,Currane,DAIRY,C,0,0,0,0,0,0,7,46
2019,Boyne,BEEF,F,1503,6462,38282,11174,42066,5274,5836,1437
2014,Boyne,BEEF,F,1409,6221,36492,10746,38171,4782,5438,1392
2015,Vartry,DAIRY,C,0,0,0,0,3,52,283,1477
2016,Erriff,BEEF,C,0,0,0,0,1,0,14,572
2020,Inny,BEEF,F,576,3127,16917,4586,16329,2084,2718,764
2018,Inny,BEEF,F,551,3056,16662,4511,16470,2183,2780,771
2016,Doonbeg,BEEF,F,135,512,3109,410,1635,209,516,164
2020,Ilen,BEEF,F,232,901,4462,720,2230,300,420,131
2018,Ilen,BEEF,F,231,912,4463,738,2209,303,428,149
2019,Vartry,BEEF,F,50,205,930,212,658,92,106,23
2018,Vartry,BEEF,F,58,228,990,250,706,121,120,24
2020,Vartry,BEEF,F,105,284,1138,322,785,135,120,27
2014,Gweebarra,BEEF,F,20,166,462,132,418,32,108,58
2020,Gweebarra,DAIRY,C,0,0,0,0,0,0,12,104
2020,Erriff,BEEF,F,2,59,219,29,154,17,56,4
2018,Nore,DAIRY,F,409,1491,33719,1915,31232,1155,2995,572
2018,Boyne,DAIRY,F,950,3997,17107,4357,16480,2361,2259,896
2018,Ilen,DAIRY,F,85,272,4911,382,4284,291,515,146
2016,Dargle,BEEF,F,20,87,587,136,444,62,94,26
2016,Dodder,BEEF,F,10,50,176,67,137,46,60,14
2015,Dodder,BEEF,F,10,45,175,62,120,41,48,14
2018,Doonbeg,DAIRY,F,1,19,1403,18,1310,9,246,47
2019,Moy,DAIRY,F,113,246,2543,372,2283,236,396,168
2015,Moy,DAIRY,F,112,247,2555,371,2265,235,401,176
2017,Dargle,DAIRY,F,0,1,268,2,173,25,11,4
2016,Vartry,DAIRY,F,11,91,312,102,368,55,24,17
2019,Vartry,DAIRY,F,11,110,430,130,356,47,19,15
2017,Doonbeg,BEEF,M,136,538,3117,407,1675,125,145,287
2018,Nore,BEEF,M,1399,7009,45789,9186,42055,3075,2754,2532
2018,Boyne,BEEF,M,1526,6336,35825,9415,34025,4139,4987,2423
2020,Inny,BEEF,M,576,3183,17013,4344,14669,1540,1683,1278
2018,Inny,BEEF,M,547,3151,16625,4292,14811,1546,1714,1278
2019,Boyne,DAIRY,M,792,2144,11040,2461,8012,1028,682,216
2019,Erriff,BEEF,M,1,41,176,28,140,14,8,14
2018,Vartry,BEEF,M,51,202,842,192,495,71,42,93
2019,Nore,DAIRY,M,470,1750,26209,1754,20576,664,1308,209
2020,Dargle,BEEF,M,26,96,488,102,322,26,29,57
2014,Dargle,BEEF,M,24,92,467,96,304,25,28,55
2020,Moy,DAIRY,M,116,155,1787,198,844,88,103,36
2019,Moy,DAIRY,M,116,152,1898,204,835,89,99,36
2019,Currane,BEEF,M,33,200,245,31,56,8,12,40
2018,Ilen,DAIRY,M,72,141,1495,169,664,41,78,22
2018,Dargle,DAIRY,M,3,24,63,15,25,4,3,2
2020,Erriff,DAIRY,M,0,0,161,22,172,5,0,0
2015,Dargle,DAIRY,M,0,4,33,2,14,0,2,1
2017,Dodder,DAIRY,M,0,4,13,1,4,0,1,0
2020,Nore,BEEF,C,0,0,0,0,155,670,4330,46293
2019,Nore,BEEF,C,0,0,0,0,155,663,4323,46218
2015,Nore,BEEF,C,0,0,0,0,149,634,4190,45246
2014,Nore,BEEF,C,0,0,0,0,154,642,4209,45346
2014,Dargle,BEEF,C,0,0,0,0,4,5,63,949
2019,Boyne,DAIRY,C,0,0,1,0,127,1585,12751,67046
2015,Moy,DAIRY,C,0,0,0,0,8,102,1613,9722
2019,Dargle,DAIRY,C,0,0,0,0,0,0,65,360
2016,Dodder,DAIRY,C,0,0,0,0,0,0,27,156
2019,Ilen,DAIRY,C,0,0,0,0,29,89,3850,20507
2020,Ilen,BEEF,C,0,0,0,0,16,109,535,6342
2014,Nore,DAIRY,C,0,0,0,0,99,430,23618,102642
2015,Inny,DAIRY,C,0,0,0,0,38,157,4657,20566
2020,Gweebarra,BEEF,C,0,0,0,0,2,17,35,749
2014,Nore,BEEF,F,1245,6498,40636,8170,30923,3359,3406,1185
2015,Doonbeg,DAIRY,C,0,0,0,0,4,6,998,6179
2015,Currane,DAIRY,C,0,0,0,0,0,0,3,32
2019,Moy,BEEF,F,629,3219,19892,3920,14311,1878,3759,1104
2015,Boyne,BEEF,F,1404,6171,36590,10823,38309,4884,5511,1409
2017,Currane,BEEF,F,33,226,313,106,202,79,61,24
2016,Currane,BEEF,F,33,201,303,95,202,66,62,24
2019,Nore,DAIRY,F,409,1478,33779,1900,31401,1152,2997,573
2019,Ilen,DAIRY,F,85,272,4935,382,4311,298,515,147
2014,Ilen,DAIRY,F,89,278,5169,382,4319,294,531,147
2018,Dargle,BEEF,F,23,103,606,149,461,64,95,27
2020,Doonbeg,DAIRY,F,1,19,1495,26,1393,17,263,51
2017,Doonbeg,DAIRY,F,1,19,1398,17,1308,9,230,37
2019,Gweebarra,BEEF,F,17,76,190,61,127,13,44,22
2018,Gweebarra,BEEF,F,15,76,194,61,128,13,44,22
2015,Erriff,DAIRY,C,0,0,0,0,0,0,0,2
2015,Dargle,DAIRY,F,0,1,222,2,141,8,9,4
2019,Dargle,DAIRY,F,0,1,268,2,81,20,11,4
2020,Dargle,DAIRY,F,0,1,268,2,81,20,11,4
2017,Erriff,DAIRY,F,0,0,0,1,2,0,0,1
2015,Gweebarra,DAIRY,F,0,0,8,0,34,1,0,0
2017,Currane,DAIRY,F,0,0,10,0,3,0,1,0
2016,Currane,DAIRY,F,0,0,10,0,3,0,1,0
2018,Moy,BEEF,M,647,3273,17801,3218,10339,852,893,1250
2015,Doonbeg,BEEF,M,136,518,3037,399,1645,127,160,285
2017,Nore,BEEF,M,1375,6928,45802,9162,42253,3107,2805,2511
2016,Nore,BEEF,M,1385,6933,45735,9242,42182,3153,2809,2532
2020,Ilen,BEEF,M,291,1030,5096,831,2664,179,241,369
2018,Ilen,BEEF,M,292,1044,5005,846,2666,180,239,370
2020,Doonbeg,DAIRY,M,1,19,997,14,675,8,59,12
2015,Doonbeg,DAIRY,M,1,20,996,13,663,7,58,13
2016,Gweebarra,BEEF,M,12,74,193,16,17,0,5,22
2016,Erriff,BEEF,M,1,40,182,20,79,11,6,15
2017,Nore,DAIRY,M,457,1718,26144,1731,20483,661,1307,211
2020,Dodder,BEEF,M,18,68,217,64,187,16,19,24
2017,Dargle,BEEF,M,24,94,475,98,305,25,29,58
2015,Dargle,BEEF,M,24,95,473,104,308,25,29,56
2014,Dodder,BEEF,M,7,57,111,36,79,5,15,19
2018,Moy,DAIRY,M,116,152,1878,199,813,78,98,36
2014,Moy,DAIRY,M,129,156,1643,195,807,71,97,36
2017,Currane,BEEF,M,33,232,227,31,56,9,12,40
2015,Inny,DAIRY,M,150,294,3004,351,1664,153,158,94
2019,Erriff,DAIRY,M,0,0,19,1,12,0,0,0
2014,Currane,DAIRY,M,0,0,20,0,6,0,1,0
2016,Moy,BEEF,C,0,0,0,1,80,248,2940,39844
2019,Dargle,BEEF,C,0,0,0,0,4,7,67,992
2017,Dodder,BEEF,C,0,0,0,0,1,9,31,434
2015,Dodder,BEEF,C,0,0,0,0,1,9,29,430
